-2.7258,2.1339
-19.358,2.3196
5.8485,2.3155
-12.714,2.1635
0.73151,2.2246
-8.7366,2.3267
-5.4128,2.3129
-8.2637,2.3271
-6.1948,2.2746
-16.668,2.3106
-5.222,2.3413
-17.101,2.3742
-9.1635,2.2363
-6.6764,2.5425
-8.8405,2.368
12.207,-1.528
20.408,-1.5125
19.336,-1.5279
7.8141,-1.6365
-19.86,-1.7049
-28.157,-1.731
-20.61,-1.6748
-0.93838,-1.4929
1.7709,-1.5031
-11.55,-1.6239
2.2971,-1.5869
15.137,-1.6161
-16.99,-1.6663
-15.45,-1.9098
-23.634,-1.7937
-3.1719,-1.596
11.674,-1.6273
-14.785,-1.8725
9.9687,-1.4669
3.4261,-0.375
6.6531,-0.49523
19.845,-0.64355
10.957,-0.57594
19.334,-0.74011
-6.7559,-0.67338
17.127,-0.46177
-7.9721,-0.3821
-5.9928,-0.57102
9.1327,-0.43451
1.4346,-0.75396
-0.067032,-0.8255
14.064,-0.60725
-0.71978,-0.67999
8.2771,-0.60335
4.1786,-0.61925
13.206,-2.0875
18.567,-2.0275
15.84,-2.0013
10.722,-2.0672
13.049,-2.1347
11.939,-2.3123
15.955,-2.0372
12.135,-2.3174
15.126,-2.0643
17.573,-1.9429
19.831,-2.0194
17.798,-2.0232
-3.5597,2.0987
0.90398,2.043
1.2218,1.8542
-0.5257,2.0648
1.0272,2.0146
-1.9498,1.8851
0.77237,1.866
-3.7542,1.9356
-1.1843,2.0151
-3.0105,2.0943
-2.1758,2.1237
-2.8728,2.2826
45.118,-3.0447
46.603,-2.8864
39.362,-3.1452
32.489,-3.2142
32.427,-3.4318
32.494,-3.2264
32.972,-3.157
