-79.448,0.94065
-80.227,0.7871
-82.629,0.54503
-82.258,1.013
-85.493,-0.99307
-82.278,-0.044829
-78.619,0.75167
-84.258,0.22663
-85.269,-0.082586
-79.069,0.53194
-83.331,0.50152
-82.637,0.44283
-84.461,-0.36048
-83.008,0.14115
-80.29,0.87174
-85.247,0.43365
-79.582,1.2967
-81.789,0.10887
-84.913,-0.43953
-82.969,1.4676
-78.833,0.7773
-81.524,1.2499
-81.961,-0.1751
-82.301,0.42562
-83.234,0.80702
-82.085,0.098363
0.72553,-1.0616
-4.9917,-0.58417
2.9877,-1.1184
9.4985,-0.97857
3.6249,-0.90976
5.9338,-0.39816
-2.956,-0.66803
-6.6812,-0.36401
-4.0338,-1.2448
8.8866,-0.71442
3.5427,-1.0451
-6.6342,-0.89404
5.5903,-0.26617
6.0435,-0.8554
8.142,-0.87768
6.3771,-0.59672
0.58143,-0.84529
-6.3886,-0.2681
-5.6065,-0.29894
7.9121,-0.85826
9.5802,-1.4165
6.6375,-1.0517
-8.0685,-0.51068
-2.5152,-1.3858
11.206,-0.93895
65.732,0.47087
67.026,1.4467
63.248,1.5533
65.333,1.1632
65.235,0.97263
68.363,0.47154
64.951,-0.12456
65.536,0.49313
65.421,-0.51488
66.699,-0.079671
65.519,0.5959
64.816,1.0911
65.206,1.1163
64.408,0.11254
63.513,1.3183
64.559,1.1983
67.988,0.21256
64.309,1.0238
65.561,1.1835
67.075,0.22294
63.83,1.8259
125.93,0.3645
126.77,-0.15405
124.99,0.49602
126.2,-0.60083
126.48,0.23672
125.48,0.52282
125.59,0.081981
126.15,-0.012398
125,0.86383
125.8,0.89619
126.49,-0.62159
126.33,0.60579
127.28,1.076
124.94,0.34259
125.03,1.0013
125.26,0.29252
126.77,0.37881
126.06,0.77865
127.75,0.46183
126.15,0.75859
126.12,1.3324
125.77,0.14685
124.66,0.38551
126.17,0.4918
126.5,-0.45941
-94.042,-0.2251
-90.723,-0.47582
-90.482,-1.2776
-92.418,-0.4689
-94.123,-0.19718
-93.844,-0.18755
-92.845,-0.79314
-94.075,-0.88355
-90.757,-1.5783
-93.003,-0.64525
-90.376,-1.166
-94.079,-0.53478
-90.56,-1.105
-92.112,-0.59127
-90.357,-0.32211
-91.235,-0.95401
-93.017,0.072663
-91.151,0.032678
-17.572,0.92222
-15.315,0.9294
-15.962,0.23485
-16.067,0.91226
-18.669,0.25092
-18.567,0.58709
-15.662,0.46034
-15.913,0.8129
-16.892,1.1629
-17.348,-0.097714
-18.455,0.75775
-15.427,0.62909
-16.841,1.1064
-16.105,0.28742
-18.316,0.056651
-14.889,0.43088
-15.852,0.54268
-16.773,0.50459
-17.793,0.19156
-17.124,1.5535
-18.829,0.50732
-17.411,0.44427
-15.883,-0.0676
-18.794,0.51128
-16.339,0.32577
-16.474,0.44447
-17.752,0.061766
-15.232,-0.69447
-17.033,0.65878
-50.06,1.2295
-48.068,0.31014
-49.466,0.81639
-44.039,1.0796
-48.365,0.62498
-44.231,2.1152
-45.625,1.8978
-49.007,0.76632
-46.644,1.1675
-47.067,1.4339
-45.833,1.3065
-44.744,1.6325
-48.436,1.0608
-48.726,0.23431
-45.99,0.5058
-44.638,0.60205
-49.538,0.5998
-44.755,1.5851
-9.4852,1.3352
-11.753,0.43227
-12.634,0.69702
-11.48,0.87639
-11.885,0.58803
-9.6909,1.4153
-13.193,0.6394
-12.215,0.48899
-9.525,1.7873
-13.006,-0.12476
-9.7279,1.0825
-9.2425,1.8187
-10.515,1.7204
-11.367,0.45817
-11.834,1.2992
-10.52,1.5094
-12.395,0.35473
-13.305,0.05862
-12.298,0.60563
-12.075,1.6947
-9.9452,1.6053
-9.3092,1.9849
-12.217,1.1874
-13.641,0.2069
-9.8288,1.6636
-9.451,1.0949
-9.8374,1.4365
-12.704,0.61618
-12.867,-0.17992
-12.822,0.90126
-9.4955,2.0266
-10.243,1.6961
-12.297,-0.072959
-11.183,0.74522
-12.773,0.74846
-9.5844,1.9513
-10.353,1.0818
-8.6269,2.1315
